"計測日時","品番","拠点所番地","在庫数（箱）","入庫数（箱）","出庫数（箱）"
"2023/10/18 00:00:00","019120LC030    ","30113","17","0","1"
"2023/10/18 00:00:00","019120LC050    ","20115","6","0","0"
"2023/10/18 00:00:00","019120LC060    ","30116","11","2","1"
"2023/10/18 00:00:00","019120LC070    ","20117","12","3","0"
"2023/10/18 00:00:00","019128GA010    ","50460","35","8","2"
"2023/10/18 00:00:00","01912ECB010    ","30464","11","2","1"
"2023/10/18 00:00:00","01912ECB040    ","50491","28","0","1"
"2023/10/18 00:00:00","01912ECB060    ","20459","1","0","0"
"2023/10/18 00:00:00","01912TFA050    ","10118","8","2","0"
"2023/10/18 00:00:00","0355045013U    ","10111","2","0","0"
"2023/10/18 00:00:00","0355052005L    ","20015","1","0","0"
"2023/10/18 00:00:00","0355113017A    ","10001","1","0","0"
"2023/10/18 00:00:00","0355141009R    ","10014","2","0","0"
"2023/10/18 00:00:00","0355183043P    ","20106","1","0","0"
"2023/10/18 00:00:00","1040043104R    ","10127","3","0","0"
"2023/10/18 00:00:00","1040052001Z    ","10017","3","0","0"
"2023/10/18 00:00:00","1040052001Z    ","10373","3","0","0"
"2023/10/18 00:00:00","1040052103H    ","20112","4","0","0"
"2023/10/18 00:00:00","1040183004C    ","20086","1","0","0"
"2023/10/18 00:00:00","1040183011P    ","20369","1","0","0"
"2023/10/18 00:00:00","1040183017V    ","20088","3","0","0"
"2023/10/18 00:00:00","2030044001J    ","10412","1","0","0"
"2023/10/18 00:00:00","2030045013L    ","20442","2","0","0"
"2023/10/18 00:00:00","2030052002N    ","20363","3","0","1"
"2023/10/18 00:00:00","2030113004A    ","10099","4","0","0"
"2023/10/18 00:00:00","2030183013A    ","10087","3","0","0"
"2023/10/18 00:00:00","3040040039Y    ","10098","3","0","0"
"2023/10/18 00:00:00","3040052001B    ","20379","","",""
"2023/10/18 00:00:00","3040052001B    ","20506","4","0","0"
"2023/10/18 00:00:00","3040141002R    ","10507","2","0","0"
"2023/10/18 00:00:00","321110LC010    ","40081","92","0","4"
"2023/10/18 00:00:00","333560LC020    ","30043","8","5","0"
"2023/10/18 00:00:00","33490ECB010    ","30439","37","0","8"
"2023/10/18 00:00:00","33490ECE010    ","30440","76","0","11"
"2023/10/18 00:00:00","34989ECB010    ","10394","1","0","0"
"2023/10/18 00:00:00","34989ECB020    ","10397","5","0","0"
"2023/10/18 00:00:00","34989ECB030    ","10398","2","0","0"
"2023/10/18 00:00:00","34989ECC010    ","10399","1","0","1"
"2023/10/18 00:00:00","34989ECE010    ","10395","3","0","0"
"2023/10/18 00:00:00","34989ECE020    ","10396","1","0","0"
"2023/10/18 00:00:00","34989ECE030    ","10505","2","0","0"
"2023/10/18 00:00:00","350610LC010    ","40030","122","29","16"
"2023/10/18 00:00:00","350710LC010    ","30069","93","18","6"
"2023/10/18 00:00:00","35080ECB010    ","30476","","",""
"2023/10/18 00:00:00","35080ECE010    ","30472","","",""
"2023/10/18 00:00:00","35080ECE020    ","30473","","",""
"2023/10/18 00:00:00","351060LC040    ","50107","22","12","3"
"2023/10/18 00:00:00","351190LC010    ","50079","13","0","2"
"2023/10/18 00:00:00","35141ECB010    ","98004","8","3","2"
"2023/10/18 00:00:00","35141ECE010    ","98006","20","0","2"
"2023/10/18 00:00:00","35145ECB010    ","10447","7","0","0"
"2023/10/18 00:00:00","35145ECE010    ","10449","8","0","1"
"2023/10/18 00:00:00","35145ECE020    ","10494","5","2","0"
"2023/10/18 00:00:00","35165ECE010    ","10492","3","0","0"
"2023/10/18 00:00:00","351680LC030    ","50108","26","0","1"
"2023/10/18 00:00:00","351710LC010    ","30072","3","0","5"
"2023/10/18 00:00:00","351720LC010    ","10080","9","0","1"
"2023/10/18 00:00:00","35174ECB010    ","30391","11","0","2"
"2023/10/18 00:00:00","35174ECE010    ","30392","11","0","2"
"2023/10/18 00:00:00","35174ECE020    ","20393","7","0","0"
"2023/10/18 00:00:00","3519510A010    ","10479","2","0","0"
"2023/10/18 00:00:00","35195ECE010    ","10450","7","0","1"
"2023/10/18 00:00:00","35195TFG010    ","10448","5","0","0"
"2023/10/18 00:00:00","351980LC020    ","20010","9","0","0"
"2023/10/18 00:00:00","351980LC030    ","20011","13","0","0"
"2023/10/18 00:00:00","351980LC040    ","20012","7","0","0"
"2023/10/18 00:00:00","351988LA010    ","20508","7","0","0"
"2023/10/18 00:00:00","35198ECE010    ","20434","6","0","1"
"2023/10/18 00:00:00","352400LC020    ","40105","11","0","1"
"2023/10/18 00:00:00","352450LC010    ","10097","6","0","0"
"2023/10/18 00:00:00","35246TFG010    ","10093","1","0","0"
"2023/10/18 00:00:00","35275TBG010    ","10101","4","0","1"
"2023/10/18 00:00:00","352800LA010    ","40091","8","0","1"
"2023/10/18 00:00:00","35300ECB010    ","40428","105","0","6"
"2023/10/18 00:00:00","35312ECB010    ","20359","8","0","0"
"2023/10/18 00:00:00","35352ECB010    ","20444","2","0","0"
"2023/10/18 00:00:00","3539450A010    ","20109","3","0","0"
